user_id,tweet_text,creation_date,user_location,user_follower,user_friends,sentiment_analysis_polarity,sentiment_analysis_subjectivity
1107329699880022016,"RT @MSNBC: Key Trump admin. vacancies with acting leaders:

Acting Defense secretary
Acting DHS secretary
Acting UN ambassador
Acting SBA a…",2019-06-18 20:47:42,"Connecticut, USA",14,140,0.0,0.16666666666666666
2414616132,"RT @prayingmedic: No More Secrets.
https://t.co/dPpVohrZiw",2019-06-18 20:47:42,"Las Vegas, NV",6769,7446,-0.25,0.5
1007435644711460866,"RT @RepJerryNadler: One of the lessons from the Holocaust is ‘Never Again’ - not only to mass murder, but also to the dehumanization of peo…",2019-06-18 20:47:42,,21,120,0.0,1.0
234478133,"RT @emptywheel: Reminder: At its core, the *entire* Hillary email investigation was about someone evading Records Act laws. https://t.co/cH…",2019-06-18 20:47:42,,103,221,0.0,0.625
4824720603,RT @GregNorberg: ... Millions of Trump supporters will be at “Watch Parties” all over this country today to support the President. The peop…,2019-06-18 20:47:42,,3279,3562,0.0,0.0
1062914611307925504,RT @ITSPARISBXTCH: Katy Perry never won a Grammy and she released Teenage Dream..... take a seat https://t.co/09CBVc3bg1,2019-06-18 20:47:42,mentally paris physically usa,529,231,0.0,0.0
1049852506942132226,RT @JohnnyBlkshrt: @AmericanStNick I told a guy at work yesterday that there will be a shortage of pencils because the lead(not actually le…,2019-06-18 20:47:42,East India Tea 🍵 ,2201,2870,0.0,0.1
757523015261454337,"RT @elijahdaniel: ahead of pride month Trump’s administration put a ban on embassy’s flying pride flags. 

so as of today, I am now the own…",2019-06-18 20:47:42,United States,1997,1809,0.0,0.0
977543461,RT @MollyJongFast: You mean “doctor” Gorka’s wife? https://t.co/Vo89105Aag,2019-06-18 20:47:42,Ohio,2014,4605,-0.3125,0.6875
2775445298,Right he chose to allow our soldiers encounter sea mines set to kill them and should have ignored. You are some spe… https://t.co/WB7NMaUwbD,2019-06-18 20:47:42,,257,1624,0.2857142857142857,0.5357142857142857
1122689826380308486,RT @The_Trump_Train: President Trump has directed federal agencies to remove the nearly 2 million illegal aliens who have failed to appear…,2019-06-18 20:47:42,"Texas, USA",111,225,-0.3,0.39999999999999997
237606548,RT @battletested5: @soledadobrien I honestly cannot stand trump..what a piece of shit..,2019-06-18 20:47:42,Best Place In America!,6464,1694,0.19999999999999998,0.8500000000000001
2714290154,"BYE BYE! ICE to remove ‘millions of illegal aliens' in US, Trump says, scant on details, https://t.co/iKvYfgPCmx",2019-06-18 20:47:42,Florida & Georgia,4902,4968,-0.5,0.5
2717616506,"RT @PiattPatti: Protect them from liberals? What, is he afraid we'll give him healthcare and protect his mama's Social Security? 
#TrumpRal…",2019-06-18 20:47:42,The edge of BFE without being too close to nowhere.,43,99,-0.2833333333333333,0.48333333333333334
1028722454812868608,"@DystopianR @MyLifeIsMunitz @AndrewYang Yeah, it’s called a mandate in politics. Random Asian man beats out largest… https://t.co/9ARZG1iQ0W",2019-06-18 20:47:42,"Florida, USA",129,239,-0.25,0.25
954914526,#dictator,2019-06-18 20:47:42,,19,258,0.0,0.0
209274991,"RT @GOP: .@LaraLeaTrump: Donald Trump deserves a second term in office for one simple reason -- while he won the 2016 election, the real wi…",2019-06-18 20:47:42,Sovereignist Right Wing - BREXIT,35513,11259,0.06666666666666667,0.21904761904761907
3220084809,RT @tomdufresne7: You just have to love the hypocrisy from the left. When Obama did it they were held at Fort Sill.  When the same thing is…,2019-06-18 20:47:42,"Pennsylvania, USA",26112,25359,0.16666666666666666,0.24166666666666667
800405666426810368,RT @waltshaub: This story is amazing! The details are shocking. Now might also be a good time to recall the Washington Post story that reve…,2019-06-18 20:47:42,"Florida, USA",1838,1975,0.15000000000000002,0.8333333333333334
757703840669904896,"RT @Lilysnana2013: 🇺🇸🇺🇸Tink's Trump Train🇺🇸🇺🇸
@Lilysnana2013 
@1776_ATTITUDE 
@RNinMI 
@MissILmom 
@Michael_me 
@ConsiderB4Spkg 
@MAGAGirl8…",2019-06-18 20:47:42,Southern CA,48426,48838,0.0,0.0
873647798872420352,RT @VP: Nearly 6 MILLION jobs have been created since President @realDonaldTrump took office and the unemployment rate has fallen to 3.6% –…,2019-06-18 20:47:42,,1429,1060,0.1,0.4
1009603836850458624,"RT @RepJerryNadler: One of the lessons from the Holocaust is ‘Never Again’ - not only to mass murder, but also to the dehumanization of peo…",2019-06-18 20:47:42,"Chicago, IL",2675,4019,0.0,1.0
409381934,"RT @RWPUSA: Breaking News:
Trump Administration EPA officials covered up defective review by Minnesota pollution control regulators for dan…",2019-06-18 20:47:42,,12,135,0.0,0.0
363654070,"RT @Pappiness: @kylegriffin1 @AprilDRyan When Trump says ""both sides,"" it means the racists who support him on one side and everyone else o…",2019-06-18 20:47:42,,146,2701,0.0,0.0
841108707719159808,RT @Liz_Cheney: Please @AOC do us all a favor and spend just a few minutes learning some actual history. 6 million Jews were exterminated i…,2019-06-18 20:47:42,NYC 🇪🇸🇺🇸🇨🇴,544,737,-0.1,0.1
3073817083,RT @waynegaddy: #realitytv Trump chastises Mulvaney for coughing during TV interview @CNN https://t.co/kUdE4xHFyn,2019-06-18 20:47:42,,681,217,0.0,0.0
37821035,This sums it up.,2019-06-18 20:47:42,"iPhone: 35.981789,-115.095139",253,211,0.0,0.0
1118843924011835393,RT @UniNoticias: Inmigrantes indocumentados que fueron despedidos de los clubes de golf del presidente Trump protestarán hoy previo al lanz…,2019-06-18 20:47:42,,13,165,0.0,0.0
3291793433,"The day before the election .. Hillary Clinton had a 98% chance of winning per NYT. 

I think we all know how that… https://t.co/0EJoUku1S8",2019-06-18 20:47:42,Florida,26757,4482,0.5,0.75
299844302,RT @CNNPolitics: Rep. Alexandria Ocasio-Cortez says the pressure to impeach President Trump grows every day https://t.co/pKGEeR0HMC https:/…,2019-06-18 20:47:42,"San Francisco, CA; formerly of NYC",81,63,0.0,0.0
4147182563,"RT @GregNorberg: The number of democrats that have walked away from their party continues to grow, prior dems for America!  Helping to cont…",2019-06-18 20:47:42,"Spencer, Indiana ",3288,834,0.0,0.0
4070526472,RT @HRC: Donald Trump and Mike Pence have repeatedly elevated Tony Perkins' dangerous agenda -- and now he will become the chair of the U.S…,2019-06-18 20:47:42,"Clinton, MA",2283,4996,-0.6,0.9
1078004317343354881,"RT @catturd2: This scares the hell out of every Democrat presidential candidate 👇

Massive Crowd Gathers Early for 'Epic' Trump Orlando Ral…",2019-06-18 20:47:42,,1235,1357,0.06666666666666667,0.5666666666666668
211297563,"RT @gtconway3d: From a paper with a history of endorsing Republicans, including Romney: “We’ve seen enough. Enough of the chaos,...the self…",2019-06-18 20:47:42,,1635,1536,0.0,0.5
983175356655063041,RT @VP: Nearly 6 MILLION jobs have been created since President @realDonaldTrump took office and the unemployment rate has fallen to 3.6% –…,2019-06-18 20:47:42,,54,96,0.1,0.4
2745406171,"RT @KatiePavlich: Oh look @IlhanMN is appeasing the world’s largest state sponsor of terrorism, calling for appeasement  and blaming Americ…",2019-06-18 20:47:42,,177,389,0.0,0.0
766848704334573568,"RT @CitizenMauro: LIES. There were about 50 in line yesterday. The capacity of the Amway Arena is only 20,000 and Trump's permit is for onl…",2019-06-18 20:47:42,United States,847,2011,0.0,1.0
273936847,"RT @smalltownandrew: President Trump will ramp up deportations to get rid of illegals who have slipped through the cracks. 

Now this is gr…",2019-06-18 20:47:42,South Carolina,533,578,0.0,0.0
2995077892,"How about doing your constitutional duty and impeach his lying, corrupt ass!  The hell with 2020 if nothing is done… https://t.co/i50xzIMfxZ",2019-06-18 20:47:42,United States,761,2391,-0.625,1.0
58926235,"2/2 ""(Trump's) rush to judgement contributed to the lynch mob mentality that resulted in these five young men being… https://t.co/2Buzf1vngL",2019-06-18 20:47:42,"Washington, DC",4969,1873,0.1,0.4
294542390,"RT @piersmorgan: *NEW COLUMN*
Shame on @AOC for comparing Trump to Hitler &amp; the Nazis - it's a disgusting slur against the President AND re…",2019-06-18 20:47:42,Thailand,134,21,-0.4318181818181818,0.7272727272727273
224207354,@ewarren what you are doing is called manufacturing consent. You are supporting &amp; parroting the most vulgar lies fr… https://t.co/ydV4w3ZIbF,2019-06-18 20:47:42,New England,1956,4252,0.01666666666666668,0.5166666666666667
1127674920660549634,"RT @dbongino: The Democrats would do their Party a lot of good by distancing themselves from this colossal ignoramus. Her disgusting, vile…",2019-06-18 20:47:42,,9,40,0.0,0.8000000000000002
979068289,"RT @brandongroeny: President Trump has vowed that ICE will begin deporting MILLIONS of illegal aliens starting next week. 

Mass deportatio…",2019-06-18 20:47:43,"Texas, USA",3007,4571,-0.16666666666666666,0.19999999999999998
1083598559524634626,RT @TrumpWarRoom: ABC Orlando asked Kimulita Mann why she traveled from Houston for President Trump's campaign kickoff event in Orlando.…,2019-06-18 20:47:42,"Florida, USA",13,56,0.0,0.0
371962371,"RT @Kasparov63: Vastly. And worse, it’s largely intentional, part of flawed calculations that are a cover-up for moral cowardice. Democrati…",2019-06-18 20:47:43,,117,363,-0.13714285714285715,0.5557142857142857
252747499,RT @_metafizik: I've noticed recently when I search for latest trump news there've been paid @realDonaldTrump ads at top of the search resu…,2019-06-18 20:47:43,United States,3526,4955,0.3333333333333333,0.5499999999999999
32885835,"RT @mommamia1217: What would you rather do than watch the coverage of the hatred, ignorance and bigotry that will be on display at the #Orl…",2019-06-18 20:47:43,"Queens, NY",1925,2177,0.0,0.0
846439433872310273,"RT @TVietor08: ""Your reputation is amazing. I will not let you down,"" Trump told Alex Jones

Jones: https://t.co/AIf8nTWwyc",2019-06-18 20:47:43,Deep State MSM HQ,10721,11350,0.22222222222222227,0.5944444444444444
565112744,"RT @my3monkees: 🔥Video: ""Blacks For Trump"" playing music while waiting for the rally to begin.

Remember- if Trump gets 20% of the black vo…",2019-06-18 20:47:43,,8759,5533,-0.16666666666666666,0.43333333333333335
878649025448333313,"RT @angelneptustar: FYI @SajidJavid exaggerating Islamaphobia.  In cases like Rotherham, terror attacks, we have a right to be disgusted. B…",2019-06-18 20:47:43,,577,844,-0.35714285714285715,0.7678571428571428
702789133635289092,"In 1989, trump spent $85,000 to take out full page ads calling to execute 5 African-American teenagers who were fal… https://t.co/buC34zeCa4",2019-06-18 20:47:43,,1355,5001,0.12499999999999999,0.325
422230538,🙋🏼,2019-06-18 20:47:43,,1347,1270,0.0,0.0
2783367703,"RT @culttture: ""[The Russia] investigation started with Hillary~working with a British spy to get dirt from top Russians~that was damaging…",2019-06-18 20:47:43,Colorado ,474,81,0.25,0.25
803035771867426816,"RT @TrueEyeTheSpy: I love @SenTedCruz being polite to @maziehirono while setting her record straight. That takes effort. He is correct, peo…",2019-06-18 20:47:43,,351,258,0.35,0.5
15391466,RT @yvonnenevala: #cdnpoli #onpoli #polqc #ableg #bcpoli #topoli #ottpoli #skpoli #mbpoli #nbpoli #nspoli #nlpoli #peipoli https://t.co/BdD…,2019-06-18 20:47:43,,6048,5186,0.0,0.0
3568907302,"@Jim_Jordan @POTUS Gee #GYM, I guess all that ""traitor stuff"" isn't so important after all.

Then again, maybe it i… https://t.co/Eekul485gO",2019-06-18 20:47:43,Behind you,3271,4759,0.4,1.0
39510422,"RT @Kredo0: LATEST: Trump Admin Launches Investigation Into Anti-Israel Events at UNC, Duke -- Schools took $235,000 in federal grants http…",2019-06-18 20:47:43,,65287,25949,0.5,0.9
966181801986273288,"RT @RedNationRising: This scares the hell out of every Democrat presidential candidate
👇 👇 👇 👇 👇 😆 😆 😆 😆 😆 

Massive Crowd Gathers Early fo…",2019-06-18 20:47:43,,1755,2108,0.05,0.65
198669754,@seanhannity No it didn't. An investigation on Gen. Flynn does not equal spying on Trump!!,2019-06-18 20:47:43,"Philadelphia, PA",79,436,0.0,0.25
3301226449,RT @soledadobrien: I’m surprised you are surprised. https://t.co/YpXWTlDzTv,2019-06-18 20:47:43,"Santa Monica, CA",120,971,0.1,0.9
1125737829009633281,RT @charliekirk11: RT if you are even more excited to vote for Trump now than you were in 2016,2019-06-18 20:47:43,,412,735,0.4375,0.625
45233046,RT @CapehartJ: Shade Award of the Day! 👇🏾 https://t.co/LGRc8dzYpH,2019-06-18 20:47:43,USA,1233,2130,0.0,0.0
346046232,RT @HannahLStyles: The love for Trump is everywhere today at the Trump 2020 kickoff in Orlando! @EmeraldRobinson @OANN https://t.co/1mRuMVZ…,2019-06-18 20:47:43,,2868,4857,0.625,0.6
22813260,"RT @Arriadna: So the #TrumpRallyOrlando is a white supremacy rally. Ha, good to know why these people are still supporting Trump. It’s not…",2019-06-18 20:47:43,"Tennessee, USA",1692,5002,0.31666666666666665,0.2833333333333334
312037303,"RT @MollyJongFast: The Central Park 5 were exonerated, the president was not. https://t.co/kMCuawJnG0",2019-06-18 20:47:43,"Toronto, Ontario, Canada,World,Universe",822,326,0.0,0.25
437140719,"Sorry ain't no both sides on this, Central Park 5 were innocent unlike some people.",2019-06-18 20:47:43,"Miami, Florida",861,1577,0.0,0.65
343641739,"RT @JoyceWhiteVance: ""Target families"" https://t.co/JJvuG44NnE",2019-06-18 20:47:43,USA,991,1224,0.0,0.0
1598812760,"RT @rayleengale: In the Mueller Report, it states that Russians have been charged with “conspiracy” to defraud the U.S. by undermining fede…",2019-06-18 20:47:43,AZ,3955,1360,0.0,0.0
1154582426,"RT @mikeduncan: 2016: You hysterical fools, you have to take Trump seriously not literally. 
2019: You hysterical fools, that's not *my own…",2019-06-18 20:47:43,"Paoli, PA",99,350,-0.6111111111111112,0.8888888888888888
1090070047932829697,"RT @akkitwts: I‘m not simply “anti-Trump”.
I‘m anti: 

Caging Kids
Misogyny
Sexual Assault
Pedophilia
Greed
Corruption
Narcissism
Lying
Big…",2019-06-18 20:47:43,,7,82,0.25,0.5952380952380952
962293901984808960,RT @ProudResister: Impeachment is not about removing Trump. It is about educating the public through televised impeachment hearings that Tr…,2019-06-18 20:47:43,"Concord, CA",1322,2755,0.0,0.06666666666666667
526960836,"RT @EpochTimes: Video: ""Blacks For Trump"" playing music while waiting for the rally to begin.

📹 Reporter @charlottecuthbo is on the ground…",2019-06-18 20:47:43,"Florida, USA",9730,9222,0.0,0.0
2305739042,RT @PattyMurray: Speaking on the floor to oppose Matthew Kacsmaryk's lifetime appointment to the federal bench. Kacsmaryk is another extrem…,2019-06-18 20:47:43,Seattle,1312,1835,0.0,0.0
243032694,RT @JeffreyGuterman: @realDonaldTrump @FLOTUS A Trump rally is a fascist rally. I hope there are many dissenters with bad coughs at his ral…,2019-06-18 20:47:43,,234,185,-0.09999999999999992,0.5833333333333333
35422393,"RT @AOC: This administration has established concentration camps on the southern border of the United States for immigrants, where they are…",2019-06-18 20:47:43,"Boston,Chicago. Minneapolis",1313,3516,0.0,0.0
2366032009,"RT @ramzpaul: The reason the GOP lost Orange Country is shown in that photo. Those people, and their children, have been replaced. https://…",2019-06-18 20:47:43,Rent free in someone's head,111,45,0.0,0.0
3249033338,RT @roythevisualist: y’all ugly. https://t.co/nVFRLMUC1I,2019-06-18 20:47:43,Yee haw,287,507,-0.7,1.0
2515938333,"RT @travisakers: Trump supporters are boycotting Harvard.

Hahahahahahahahahahahahaha!

That would be like me saying I’m boycotting sex wit…",2019-06-18 20:47:43,,679,777,0.0,0.0
58377083,RT @charliekirk11: RT if you are even more excited to vote for Trump now than you were in 2016,2019-06-18 20:47:43,,333,643,0.4375,0.625
636287283,RT @MarkSchweitzer: These are the people who think it’s ok to lock children in cages. Let that sink in. https://t.co/6ujdKU6f7p,2019-06-18 20:47:43,"Ormond Beach, FL",3066,3142,0.5,0.5
214132147,"RT @ananavarro: “The nation must endure another 1½ years of Trump. But it needn’t suffer another four beyond that.
We can do better. We hav…",2019-06-18 20:47:43,Sianai,43,235,0.5,0.5
36473243,@k_ovfefe  LOL Eric Trump shared this pic today and I thought you would want to update it... https://t.co/PhYLyFrzA7,2019-06-18 20:47:43,Seattle - Tacoma,7798,6070,0.8,0.7
17204460,Anyone think Trump just wants Black men dead?,2019-06-18 20:47:43,Toronto,10833,10750,-0.05555555555555555,0.3111111111111111
1074050668476944384,@RobProvince @chrislhayes What exactly is the point you're making here?  These were just as wrong.  Although they w… https://t.co/CXqrhKVVw8,2019-06-18 20:47:43,,49,58,-0.125,0.575
1030270296878665728,@intheMatrixxx @POTUS Sadie's getting excited. She loves President Trump. https://t.co/loUVadaEsl,2019-06-18 20:47:43,"Florida, USA",21,107,0.375,0.75
3067256262,RT @SaraCarterDC: Since @TheDemocrats are doing NOTHING to fix #immigration loopholes and fix #asylum... @ICEgov will begin the #deportatio…,2019-06-18 20:47:43,"Saskatchewan, Canada",1144,967,0.0,0.0
405552343,"RT @USAFVet18: 🇺🇸THE TRUMP TRAIN 🇺🇸#481🇺🇸
@T_FLgal
@LucyLovesTrump
@MAGAgirly
@GodLovesUSA1
@dnajlion7
@RodHillis1
@Serremmy
@MollyIsBack17…",2019-06-18 20:47:43,United States Heartland,3815,3777,0.0,0.0
806909898936188928,"RT @elijahdaniel: ahead of pride month Trump’s administration put a ban on embassy’s flying pride flags. 

so as of today, I am now the own…",2019-06-18 20:47:44,Puerto Rico,152,470,0.0,0.0
1036002960982065153,"RT @elijahdaniel: ahead of pride month Trump’s administration put a ban on embassy’s flying pride flags. 

so as of today, I am now the own…",2019-06-18 20:47:43,📍 Lugo - Madrid,41,57,0.0,0.0
1134250241320988672,"RT @RealSaavedra: AOC compares Trump to Hitler here:

-‘Never Again’ references the Holocaust
-Concentration camps are a reference to the H…",2019-06-18 20:47:44,"Oklahoma, USA",100,176,0.0,0.0
878006795238821889,RT @charliekirk11: RT if you are even more excited to vote for Trump now than you were in 2016,2019-06-18 20:47:44,"Delaware, USA",272,84,0.4375,0.625
2790763692,"RT @XylariaVG: I'm just sitting here in a mild state of panic.

What the fuck do we even do if Trump actually DOES this? Are we really abou…",2019-06-18 20:47:44,,6091,451,0.033333333333333326,0.35000000000000003
3291652226,"RT @RepJerryNadler: One of the lessons from the Holocaust is ‘Never Again’ - not only to mass murder, but also to the dehumanization of peo…",2019-06-18 20:47:44,,83,122,0.0,1.0
955099508823621633,"RT @DiamondandSilk: Looking at President Trump's crowd before the rally, Biden should feel embarrassed. This let us know that the only poll…",2019-06-18 20:47:44,,227,124,0.0,1.0
2689173647,"RT @ksorbs: If women are upset at Trump’s naughty words, who in the hell bought 80 million copies of 50 Shades of Gray?",2019-06-18 20:47:44,,714,377,-0.15000000000000002,0.9
924017385526370304,"RT @jonbernhardt: ""worker becomes boss and commits class treason"" is a tale as old as workers and bosses. so is the fact that, given the nu…",2019-06-18 20:47:44,"Derby, CO",21,608,0.1,0.2
814281546463121408,"RT @charliekirk11: Instead of giving illegal aliens:

Amnesty

Healthcare

Social security

Medicaid

Welfare

Food stamps

And benefits

P…",2019-06-18 20:47:44,Texas,856,1471,-0.23333333333333334,0.2833333333333333
1638904783,RT @markknoller: Marine One wheels up from the WH as Pres and Mrs Trump depart for @Andrews_JBA to board Air Force One for flight to Orland…,2019-06-18 20:47:44,,3539,4878,0.0,0.0
1105088774567067648,RT @Ireland0828: .@316alco @808hopeful @cathys808 @Ritmoyclase2 @GuySouthaustin @RitaHisgenBoone @RoseyDavis1 RT@concit1USA https://t.co/r2…,2019-06-18 20:47:44,Here and there.,1128,1447,0.0,0.0
21227937,@KoachMichael @MasterNarec @Newvison2 @Laur_Katz @AOC I’m willing to bet you didnt even read it. I read it and he l… https://t.co/orYXFu7vt1,2019-06-18 20:47:44,United states of America,375,659,0.25,0.75
797100452319854592,"RT @my3monkees: 🔥Video: ""Blacks For Trump"" playing music while waiting for the rally to begin.

Remember- if Trump gets 20% of the black vo…",2019-06-18 20:47:44,"California, USA",210,394,-0.16666666666666666,0.43333333333333335
1101230595479343107,RT @LisaMei62: President Trump Is a Bigger Draw Than Disney World https://t.co/hoy7ykD6VM via @rushlimbaugh,2019-06-18 20:47:44,Trumpville USA,437,472,0.0,0.5
1808381,But look at that face. How long can he live?  https://t.co/0KQz1FnxWF,2019-06-18 20:47:44,"iPhone: 40.841232,-74.208443",4538,637,0.043181818181818175,0.45
3166728471,Which level of the multiverse did that friggin happen?,2019-06-18 20:47:44,757 - VA,241,501,0.0,0.0
1095432142912409602,"And white women aren't off the hook there either. White women overwhelmingly voted for Trump, who whether you like… https://t.co/T6bgjRFEDG",2019-06-18 20:47:44,,23,127,0.16666666666666666,0.3333333333333333
20443388,Dems to grill Hope Hicks on alleged Trump obstruction https://t.co/tGgCQtKy6G,2019-06-18 20:47:44,Texas,2467,3612,-0.1,0.1
408905990,"RT @politvidchannel: BREAKING: The Top newspaper in Orlando, Orlando Sentinel, Just said This About Trump 

The Orlando Sentinel Editorial…",2019-06-18 20:47:44,"Chicago, IL USA",10517,9948,0.5,0.5
3061762813,"Thanks, just nice to read. A variation from getting angry at trump, and getting a little philosophy into my life. N… https://t.co/C4YNUABZQT",2019-06-18 20:47:44,"California, USA",2867,4718,0.02812500000000001,0.675
1265060340,RT @RepLeeZeldin: .@AOC needs to stop trying to draw these crayon parallels between POTUS &amp; Hitler! Try working WITH your colleagues on BOT…,2019-06-18 20:47:44,"Hillsboro, OR",2825,2231,0.0,0.0
1093113511721529345,@slcs48n1 @TerriCBrunson Actually I think I was quite nice answering your tweet. You called all of us mindless for… https://t.co/09T6HLpEiE,2019-06-18 20:47:44,,60,52,0.13333333333333333,0.6666666666666666
2523162416,"RT @DemocracyFwd: BREAKING: Trump illegally seized the interpreter notes from his meeting with Putin, and Secretary Pompeo has refused to r…",2019-06-18 20:47:44,,111,613,-0.5,0.5
177766603,RT @colmant_: 99-Year-Old Nuremberg Prosecutor Calls Trump's Detention of Children a 'Crime Against Humanity' | Common Dreams News https://…,2019-06-18 20:47:44,"New Haven,Pittsburgh,Providence",3453,3804,-0.3,0.5
991666868,"RT @K_JeanPierre: Wrote a piece for @Newsweek 👇🏿

Democrats can both impeach Trump and win 2020 | Opinion https://t.co/KAejiuStOe",2019-06-18 20:47:44,"Reading, MA",4,524,0.8,0.4
975108876,The public would learn more about the danger of trump than they would from reading the mueller report. Trump is act… https://t.co/YP6ZkGjIKx,2019-06-18 20:47:44,,224,744,0.25,0.2833333333333333
15083026,"RT @sbg1: Just stumbled on this video of Senator Rubio on Trump in 2016: ""A con artist is about to take over"" GOP, his govt would be ‘chaos…",2019-06-18 20:47:44,The Guardian,10048,6778,0.0,0.0
792047825899008001,"RT @KatiePavlich: Oh look @IlhanMN is appeasing the world’s largest state sponsor of terrorism, calling for appeasement  and blaming Americ…",2019-06-18 20:47:44,Haironmahkeester,27395,26779,0.0,0.0
3275300660,"RT @MarkSimoneNY: Tonight at 8pm, President Trump will launch the campaign tonight and totally focus on winning in 2020, while the Democrat…",2019-06-18 20:47:44,CA,2709,3258,0.25,0.75
977922629632839681,"RT @ProudResister: I am worried Democrats are STILL missing the key message from 2016. Yes, Trump “won” because of racism, resentment, and…",2019-06-18 20:47:44,"Gull Lake, Manitoba 🇨🇦",1959,1529,-0.1,0.525
1888051632,RT @TomthunkitsMind: The Trump admin has forked over more than $62 million — taxpayer cash that was supposed to be earmarked for struggling…,2019-06-18 20:47:44,,1371,3120,0.5,0.5
441482446,RT @ProudResister: Both @JoeBiden and @SpeakerPelosi are making the case for anyone who cares to listen that centrist Democrats are not the…,2019-06-18 20:47:44,"Pennsylvania, USA",942,1004,0.0,0.0
196888750,"RT @AOC: This administration has established concentration camps on the southern border of the United States for immigrants, where they are…",2019-06-18 20:47:44,"Shelby, Ia",446,3193,0.0,0.0
17611832,"RT @AOC: This administration has established concentration camps on the southern border of the United States for immigrants, where they are…",2019-06-18 20:47:44,Never Never Land & Salem OR,196,457,0.0,0.0
710938829553848320,"RT @JeffreeStar: As a part time Michigan resident myself, I'd love to buy some land in Gay Hell! A cute pink mansion on a hill, nothing too…",2019-06-18 20:47:44,,38,150,0.35520833333333335,0.6208333333333333
18371238,"RT @Julie_JULES2: ❌Iranian president says country isn't seeking war 

U.S. deployed 1,000 troops 2 the M.E., President Rouhani not seeking…",2019-06-18 20:47:44,"Virginia, USA",13159,10616,0.0,0.0
969871936875581440,@EastLeedsLad @JezBrett1 @MoggMentum @LUFC Trump is an oddball but he is achieving things no other President has do… https://t.co/MvkiOFqXkb,2019-06-18 20:47:44,"North West, England",1515,2864,0.0625,0.375
11001222,Child Trafficking! Get his DNA now.,2019-06-18 20:47:44,,526,505,0.0,0.0
19048952,#TrumpRallyOrlando,2019-06-18 20:47:44,Chicago at the moment then TX.,6776,6362,0.0,0.0
1116463706328768513,RT @Dee26557409: @Speak4Tomorrow @catmartini53 @shareitarie10 @realDonaldTrump This makes me nauseated. No wonder trump always takes up for…,2019-06-18 20:47:44,,18,119,-0.4,0.6
963207700107718657,RT @owillis: trump's a racist if you voted for him you voted for a racist if you support him politically you back racism. this is very clea…,2019-06-18 20:47:44,"Illinois, USA",2144,3041,0.06666666666666667,0.13333333333333333
1132402733045100544,"RT @ForPotus45: Peter Navarro: Trump's Tariffs Accomplished More in Two Days Than Congress in 20 Years | Breitbart 
#TrumpOrlandoRally #Tru…",2019-06-18 20:47:44,America 🌟🇺🇸🌟,881,1204,0.35,0.5
809542798810615808,"Here's a bold idea, it's called the TRUTH! The TRUTH that the @DNC has known since 2016 that Donald Trump's Preside… https://t.co/ndgfKK1WCd",2019-06-18 20:47:44,,760,973,0.41666666666666663,0.6666666666666666
717080381153894400,"RT @dbongino: The Democrats would do their Party a lot of good by distancing themselves from this colossal ignoramus. Her disgusting, vile…",2019-06-18 20:47:44,"California, USA",3561,3131,0.0,0.8000000000000002
49453911,"RT @ErickFernandez: Our Orlando Sentinel endorsement for president in 2020: Not Donald Trump

""Enough of the chaos, the division, the schoo…",2019-06-18 20:47:45,"'Nooga, TN   (Green Bay South)",2639,0,0.0,0.5
748209456572334080,RT @actlightning: Larry Johnson: Exposing the Fraudulent DNC Suit Against Trump for Russian Collusion https://t.co/kwcmiW9Tzv #The200 #MAGA,2019-06-18 20:47:45,,4353,4996,0.0,0.0
4443188837,RT @DanRather: Is Pres. Trump’s threat to unleash a mass immigration round up real or another cynical and divisive diversion? Either way th…,2019-06-18 20:47:45,,1296,1098,-0.19999999999999998,0.5666666666666668
336639322,"RT @Amy_Siskind: As Trump launches his 2020 bid (again) in Florida, the Orlando Sentinel endorses “not Trump.”
https://t.co/RuNtKLkTxu",2019-06-18 20:47:45,,40,10,0.0,0.0
35346950,RT @AlexThomasDC: it’s storming hard outside the Trump rally and not everybody is pleased https://t.co/2SqAlx03na,2019-06-18 20:47:45,Washington DC ,3239,4891,0.06944444444444443,0.5305555555555556
3248778223,RT @Ilhan: 🚨The Trump Administration is using a program designed to invest in renewable energy to line the pockets of petrochemical compani…,2019-06-18 20:47:45,"Federal Way, Washington state.",41,80,0.0,0.0
798710130946621440,@LadyRedWave GO TRUMP❣️🇺🇸❣️🇺🇸❣️. GO 2020❣️🇺🇸❣️❣️🇺🇸❣️🇺🇸,2019-06-18 20:47:45,"Washington, USA",1978,874,0.0,0.0
175917131,RT @girlsreallyrule: So the Trump 2020 kickoff in Orlando is right on schedule. (via @wsteaks) https://t.co/VgOATxkY3C,2019-06-18 20:47:45,"Phoenix, AZ",1969,1887,0.2857142857142857,0.5357142857142857
1035591218351235073,"RT @charliekirk11: Crowd size at Joe Biden rallies:

Henderson, NV—50-100

Columbia, SC—250-300

Des Moines, IA—400

Iowa City, IA—75

Dubu…",2019-06-18 20:47:45,"Largo, FL",20,75,0.0,0.0
2768649299,"RT @funder: I think it’s clear that Trump is the biggest traitor in American history. He doesn’t even do his job. He just golfs, tweets and…",2019-06-18 20:47:45,,26,29,0.05000000000000001,0.19166666666666665
26054138,"RT @atrupar: Trump says ""we'll see what happens"" at least seven times (7) in this one video clip https://t.co/Usd87o2bWK",2019-06-18 20:47:45,United States,7730,8095,-0.3,0.4
